user_id,item_id,rating,timestamp
13,54,4.0,1602874550
13,56,5.0,1602877697
13,57,5.0,1602889353
13,58,5.0,1602897308
13,61,3.0,1602903278
13,78,5.0,1602913624
13,79,4.0,1602921250
13,81,3.0,1602927375
13,83,5.0,1602939363
14,4,3.0,1602945631
14,5,3.0,1602950904
14,9,4.0,1602956419
14,17,3.0,1602960136
14,18,3.0,1602968750
14,20,3.0,1602979166
14,21,3.0,1602988405
14,28,3.0,1602995406
14,29,4.0,1603006497
14,31,4.0,1603017622
14,32,5.0,1603021416
14,33,4.0,1603033172
14,34,4.0,1603040586
14,35,4.0,1603043605
14,36,5.0,1603055160
14,37,4.0,1603060467
14,38,4.0,1603068394
14,41,4.0,1603072456
14,42,5.0,1603084242
14,43,5.0,1603087960
14,44,5.0,1603099357
14,45,5.0,1603107009
14,49,4.0,1603111871
14,58,3.0,1603118310
14,59,3.0,1603126476
14,63,4.0,1603130221
14,67,4.0,1603133206
14,68,4.0,1603141856
14,69,4.0,1603150583
14,71,4.0,1603157120
14,74,4.0,1603162147
14,77,4.0,1603169697
14,81,3.0,1603179258
14,85,3.0,1603183282
15,2,4.0,1603187169
15,4,4.0,1603194066
15,7,4.0,1603203465
15,9,4.0,1603214088
15,10,4.0,1603221579
15,13,4.0,1603230303
15,14,4.0,1603235033
15,16,3.0,1603240823
15,25,3.0,1603248551
15,26,3.0,1603259990
15,42,3.0,1603262930
15,47,5.0,1603273281
15,50,4.0,1603281671
15,52,4.0,1603285962
15,53,4.0,1603289187
15,55,5.0,1603298234
15,56,5.0,1603302469
15,58,4.0,1603313335
15,59,4.0,1603319456
15,60,3.0,1603330155
15,61,3.0,1603340564
15,62,3.0,1603344470
15,68,3.0,1603349291
15,72,3.0,1603359203
15,74,3.0,1603363494
15,77,4.0,1603369990
15,78,4.0,1603380060
15,79,4.0,1603385582
15,80,4.0,1603394563
15,81,4.0,1603400295
15,83,4.0,1603402867
15,88,5.0,1603406392
16,1,5.0,1603416911
16,2,5.0,1603421282
16,5,4.0,1603426608
16,7,5.0,1603430496
16,8,4.0,1603434912
16,9,4.0,1603445781
16,10,5.0,1603457698
16,15,5.0,1603469002
16,21,3.0,1603476656
16,28,4.0,1603488356
16,32,3.0,1603494469
16,34,4.0,1603505084
16,38,3.0,1603516482
16,45,4.0,1603527933
16,55,4.0,1603531858
16,61,5.0,1603537743
16,62,5.0,1603545037
16,64,5.0,1603555965
16,65,5.0,1603565208
16,67,5.0,1603569786
16,70,5.0,1603577563
16,71,4.0,1603589523
16,72,4.0,1603598169
16,73,4.0,1603602194
16,75,4.0,1603610740
16,80,3.0,1603614766
16,87,3.0,1603620834
16,90,3.0,1603628965
17,1,3.0,1603638994
17,3,3.0,1603644082
17,10,3.0,1603649896
17,13,3.0,1603653746
17,16,5.0,1603661251
17,17,4.0,1603665310
17,21,4.0,1603669984
17,23,5.0,1603674459
17,25,4.0,1603678119
17,28,4.0,1603682309
17,31,3.0,1603686990
17,35,3.0,1603692178
17,37,4.0,1603701926
17,42,4.0,1603706443
17,46,4.0,1603710323
17,49,4.0,1603713262
17,50,4.0,1603724110
17,54,5.0,1603727504
17,59,3.0,1603731167
17,60,4.0,1603742979
17,64,4.0,1603748309
17,76,5.0,1603755104
17,77,5.0,1603758898
17,78,5.0,1603763943
17,79,5.0,1603767526
17,80,5.0,1603773935
17,81,4.0,1603783553
17,82,5.0,1603786954
17,83,5.0,1603792331
17,84,4.0,1603795016
17,85,5.0,1603806084
17,86,5.0,1603812831
17,88,5.0,1603819734
17,90,5.0,1603827722
18,1,5.0,1603839669
18,2,5.0,1603850537
18,3,5.0,1603862324
18,5,5.0,1603866509
18,6,4.0,1603877345
18,7,5.0,1603880046
18,9,4.0,1603888820
18,10,4.0,1603891899
18,11,5.0,1603901269
18,12,5.0,1603909010
18,13,4.0,1603917618
18,14,4.0,1603920980
18,16,3.0,1603924232
18,19,3.0,1603931357
18,28,3.0,1603939901
18,29,3.0,1603946417
18,31,4.0,1603949308
18,33,3.0,1603951965
18,34,4.0,1603959503
18,35,4.0,1603965905
18,37,3.0,1603970737
18,38,4.0,1603981752
18,40,4.0,1603991763
18,42,4.0,1603996450
18,45,5.0,1603999970
18,53,3.0,1604007631
18,54,4.0,1604011916
18,56,3.0,1604022051
18,60,3.0,1604027952
18,63,3.0,1604035436
18,64,4.0,1604043306
18,65,5.0,1604051634
18,68,3.0,1604059030
18,71,5.0,1604068938
18,72,4.0,1604073728
18,73,4.0,1604079869
18,76,3.0,1604088467
18,77,4.0,1604092195
18,79,3.0,1604101960
18,80,3.0,1604109892
18,81,3.0,1604113221
18,89,3.0,1604122192
19,4,3.0,1604128718
19,5,3.0,1604138086
19,9,3.0,1604149200
19,16,5.0,1604157583
19,19,5.0,1604160563
19,20,3.0,1604171737
19,22,5.0,1604178050
19,23,4.0,1604184916
19,26,4.0,1604188332
19,27,3.0,1604197195
19,28,5.0,1604202541
19,30,3.0,1604210919
19,33,3.0,1604222719
19,35,4.0,1604233283
19,39,3.0,1604236703
19,42,3.0,1604242503
19,43,4.0,1604250304
19,50,5.0,1604255124
19,51,4.0,1604262568
19,55,4.0,1604272225
19,56,5.0,1604280571
19,57,5.0,1604285943
19,58,5.0,1604293268
19,59,4.0,1604305153
19,60,4.0,1604316950
19,62,3.0,1604323069
19,66,3.0,1604330994
19,71,4.0,1604334947
19,75,3.0,1604338557
19,79,4.0,1604347932
19,87,4.0,1604352093
19,89,4.0,1604358871
19,90,4.0,1604367522
2,6,3.0,1600237174
2,15,4.0,1600245941
2,17,3.0,1600253819
2,23,3.0,1600262072
2,26,3.0,1600267497
2,31,4.0,1600275660
2,32,5.0,1600282333
2,34,4.0,1600293351
2,35,5.0,1600299079
2,36,5.0,1600306988
2,38,5.0,1600311529
2,39,4.0,1600320720
2,40,4.0,1600332303
2,41,4.0,1600341014
2,42,5.0,1600352838
2,43,5.0,1600355344
2,44,4.0,1600363123
2,45,5.0,1600369124
2,50,3.0,1600374404
2,53,4.0,1600380752
2,61,4.0,1600387263
2,63,4.0,1600392180
2,65,4.0,1600396426
2,69,5.0,1600407412
2,90,4.0,1600417524
20,9,4.0,1604371547
20,16,3.0,1604377159
20,18,3.0,1604388664
20,19,3.0,1604398169
20,20,4.0,1604408538
20,24,3.0,1604413836
20,27,3.0,1604424051
20,30,4.0,1604429580
20,31,5.0,1604439284
20,32,5.0,1604446184
20,33,5.0,1604450268
20,34,4.0,1604461639
20,35,4.0,1604467866
20,36,5.0,1604478927
20,37,5.0,1604489206
20,38,4.0,1604496602
20,39,4.0,1604499670
20,40,4.0,1604511533
20,42,5.0,1604516003
20,45,5.0,1604521241
20,48,3.0,1604530874
20,51,3.0,1604538612
20,56,3.0,1604547622
20,58,4.0,1604558683
20,64,5.0,1604570466
20,67,4.0,1604581741
20,69,5.0,1604593613
20,72,4.0,1604598469
20,74,3.0,1604606400
20,76,3.0,1604613300
20,89,3.0,1604620765
21,5,4.0,1604629936
21,10,4.0,1604640739
21,20,4.0,1604646527
21,30,4.0,1604655129
21,31,3.0,1604658442
21,37,3.0,1604664453
21,39,4.0,1604667098
21,48,5.0,1604669736
21,49,4.0,1604677186
21,50,5.0,1604686192
21,52,5.0,1604694823
21,53,5.0,1604699094
21,55,5.0,1604706123
21,56,4.0,1604713518
21,69,3.0,1604719955
21,77,5.0,1604731827
21,80,5.0,1604737112
21,88,5.0,1604741708
22,1,5.0,1604749239
22,7,5.0,1604759337
22,8,4.0,1604770036
22,9,5.0,1604781216
22,10,5.0,1604786186
22,14,4.0,1604795390
22,18,3.0,1604800844
22,23,3.0,1604803421
22,24,3.0,1604807363
22,28,4.0,1604816898
22,33,4.0,1604825510
22,37,3.0,1604832086
22,38,3.0,1604839601
22,45,3.0,1604846986
22,47,3.0,1604857517
22,48,4.0,1604866626
22,50,3.0,1604871275
22,53,3.0,1604875792
22,57,4.0,1604882482
22,58,4.0,1604885305
22,61,5.0,1604895084
22,62,4.0,1604897736
22,63,4.0,1604908760
22,64,5.0,1604913507
22,65,5.0,1604924388
22,67,4.0,1604928755
22,70,5.0,1604935563
22,71,4.0,1604940690
22,72,4.0,1604946592
22,73,4.0,1604952934
22,75,5.0,1604957243
22,77,3.0,1604961218
22,82,3.0,1604967910
22,87,3.0,1604971056
22,88,4.0,1604974307
23,6,3.0,1604979600
23,13,3.0,1604989579
23,16,4.0,1604993039
23,19,4.0,1605003447
23,28,5.0,1605011822
23,29,4.0,1605019470
23,38,3.0,1605030568
23,42,3.0,1605037140
23,43,3.0,1605040534
23,47,4.0,1605051317
23,49,4.0,1605057763
23,51,5.0,1605069282
23,52,4.0,1605079303
23,54,5.0,1605083245
23,56,4.0,1605093893
23,58,5.0,1605096980
23,73,3.0,1605104470
23,77,5.0,1605107005
23,78,5.0,1605111246
23,79,5.0,1605116047
23,80,4.0,1605125251
23,81,4.0,1605130823
23,82,5.0,1605136855
23,83,5.0,1605144891
23,85,5.0,1605149409
23,86,4.0,1605160169
23,88,5.0,1605171358
24,1,5.0,1605181770
24,2,5.0,1605187115
24,3,4.0,1605195962
24,4,4.0,1605203735
24,5,4.0,1605210302
24,6,5.0,1605217621
24,7,5.0,1605226883
24,8,4.0,1605237776
24,11,5.0,1605245419
24,12,4.0,1605252679
24,14,4.0,1605257352
24,15,5.0,1605268107
24,26,4.0,1605272497
24,27,3.0,1605281237
24,32,5.0,1605287012
24,35,4.0,1605294347
24,39,4.0,1605306052
24,41,3.0,1605313264
24,46,4.0,1605322589
24,57,3.0,1605332348
24,60,4.0,1605337911
24,62,4.0,1605344983
24,63,3.0,1605351661
24,64,4.0,1605356697
24,71,4.0,1605360030
24,73,5.0,1605371138
24,74,3.0,1605381914
24,75,5.0,1605391023
24,85,4.0,1605397018
25,12,3.0,1605403455
25,14,4.0,1605409109
25,16,5.0,1605420423
25,18,4.0,1605426415
25,19,5.0,1605437725
25,22,5.0,1605447355
25,24,5.0,1605457378
25,26,4.0,1605462794
25,28,5.0,1605469023
25,29,5.0,1605478149
25,36,3.0,1605482587
25,44,4.0,1605486825
25,45,3.0,1605492927
25,46,5.0,1605504368
25,47,5.0,1605511751
25,49,5.0,1605520364
25,50,5.0,1605525180
25,53,4.0,1605534136
25,54,4.0,1605542269
25,55,5.0,1605553166
25,56,5.0,1605559806
25,64,4.0,1605571600
25,70,4.0,1605582082
25,76,5.0,1605592542
25,77,4.0,1605602059
25,83,4.0,1605608188
25,85,4.0,1605617984
25,87,4.0,1605623363
25,89,3.0,1605628156
26,8,4.0,1605631908
26,24,3.0,1605643250
26,25,3.0,1605653060
26,31,4.0,1605664830
26,32,5.0,1605668359
26,33,4.0,1605674246
26,34,4.0,1605683104
26,35,4.0,1605686364
26,36,5.0,1605690555
26,38,4.0,1605697535
26,39,4.0,1605702883
26,40,4.0,1605706658
26,41,4.0,1605712809
26,42,5.0,1605720962
26,43,5.0,1605723570
26,44,4.0,1605728783
26,45,5.0,1605735883
26,51,3.0,1605744317
26,53,3.0,1605754665
26,55,3.0,1605757532
26,57,3.0,1605762239
26,58,3.0,1605765655
26,62,3.0,1605776619
26,64,4.0,1605783763
26,66,4.0,1605793986
26,69,4.0,1605798824
26,70,4.0,1605805657
26,72,4.0,1605815586
26,73,4.0,1605820252
26,77,3.0,1605831015
26,81,3.0,1605834154
26,88,3.0,1605845489
27,7,5.0,1605851748
27,9,3.0,1605858057
27,10,5.0,1605869465
27,12,4.0,1605872081
27,14,4.0,1605877946
27,26,3.0,1605882981
27,37,4.0,1605893406
27,42,3.0,1605902468
27,46,5.0,1605905054
27,47,5.0,1605911864
27,50,4.0,1605914982
27,52,4.0,1605922175
27,53,4.0,1605927546
27,55,5.0,1605933350
27,56,4.0,1605939040
27,57,4.0,1605949991
27,58,4.0,1605953081
27,59,5.0,1605958160
27,60,3.0,1605967204
27,63,4.0,1605972985
27,73,4.0,1605980146
27,74,4.0,1605990940
27,76,4.0,1605998261
27,89,4.0,1606004983
28,2,5.0,1606008589
28,3,4.0,1606016261
28,4,4.0,1606027537
28,5,4.0,1606034104
28,6,4.0,1606042207
28,7,5.0,1606052514
28,8,4.0,1606064413
28,10,4.0,1606070028
28,11,5.0,1606076876
28,13,4.0,1606083467
28,15,5.0,1606087931
28,18,3.0,1606090539
28,29,3.0,1606098206
28,31,4.0,1606108542
28,33,3.0,1606113905
28,35,4.0,1606121576
28,50,4.0,1606125726
28,57,3.0,1606137661
28,59,3.0,1606142611
28,61,5.0,1606147314
28,63,4.0,1606154986
28,64,5.0,1606166789
28,65,5.0,1606171965
28,67,4.0,1606182272
28,68,4.0,1606189028
28,69,4.0,1606195750
28,70,5.0,1606204002
28,71,4.0,1606209761
28,72,4.0,1606221082
28,73,4.0,1606229400
28,75,5.0,1606239222
28,83,4.0,1606244095
29,5,4.0,1606251731
29,9,4.0,1606258075
29,10,3.0,1606262262
29,12,3.0,1606272514
29,13,3.0,1606276377
29,16,5.0,1606280258
29,17,5.0,1606287413
29,19,4.0,1606298543
29,25,4.0,1606306371
29,26,3.0,1606317706
29,33,4.0,1606329446
29,36,3.0,1606338699
29,39,3.0,1606343432
29,46,4.0,1606353748
29,47,5.0,1606363409
29,49,5.0,1606372294
29,54,4.0,1606378718
29,56,4.0,1606389933
29,57,5.0,1606395421
29,61,4.0,1606405381
29,63,3.0,1606408694
29,68,3.0,1606415816
29,74,4.0,1606423917
29,75,3.0,1606428810
29,76,5.0,1606432479
29,77,5.0,1606439076
29,79,5.0,1606443574
29,80,4.0,1606453331
29,81,4.0,1606459094
29,82,5.0,1606470132
29,83,5.0,1606479007
29,84,4.0,1606486800
29,85,5.0,1606498304
29,86,4.0,1606505699
29,88,5.0,1606511767
29,89,5.0,1606514513
29,90,5.0,1606518973
3,3,5.0,1600424475
3,6,3.0,1600433250
3,8,4.0,1600444640
3,14,5.0,1600453521
3,37,3.0,1600461784
3,38,4.0,1600471848
3,46,5.0,1600479711
3,47,4.0,1600491048
3,48,4.0,1600497221
3,51,4.0,1600500380
3,52,4.0,1600505376
3,53,5.0,1600509750
3,55,5.0,1600516448
3,57,5.0,1600520824
3,58,5.0,1600532805
3,59,4.0,1600541454
3,69,3.0,1600545199
3,70,3.0,1600553770
3,73,3.0,1600556477
3,78,4.0,1600566509
3,83,5.0,1600577826
30,1,5.0,1606522161
30,2,5.0,1606527200
30,3,4.0,1606532283
30,6,5.0,1606540327
30,7,5.0,1606545348
30,8,5.0,1606549909
30,12,5.0,1606561557
30,13,5.0,1606570246
30,14,4.0,1606573392
30,15,5.0,1606580720
30,16,4.0,1606592504
30,21,4.0,1606602678
30,32,5.0,1606610022
30,34,4.0,1606621352
30,35,5.0,1606632887
30,37,3.0,1606642101
30,38,4.0,1606645693
30,42,4.0,1606651119
30,49,3.0,1606659985
30,60,3.0,1606665904
30,61,5.0,1606677071
30,62,5.0,1606684550
30,63,3.0,1606695561
30,64,5.0,1606706771
30,75,4.0,1606713346
30,78,3.0,1606724856
4,1,5.0,1600581745
4,3,4.0,1600590058
4,6,5.0,1600597084
4,7,5.0,1600606242
4,11,5.0,1600616542
4,12,4.0,1600623028
4,14,4.0,1600633281
4,15,5.0,1600644798
4,23,3.0,1600651736
4,28,4.0,1600658766
4,32,4.0,1600664993
4,35,3.0,1600668386
4,36,4.0,1600678928
4,39,4.0,1600686086
4,40,4.0,1600696413
4,41,3.0,1600706969
4,42,3.0,1600710347
4,43,4.0,1600717825
4,61,5.0,1600729468
4,62,4.0,1600733197
4,63,5.0,1600743396
4,64,5.0,1600750528
4,65,5.0,1600756852
4,66,4.0,1600762593
4,69,5.0,1600767534
4,70,5.0,1600775073
4,71,4.0,1600782301
4,72,4.0,1600789783
4,73,4.0,1600800482
4,77,4.0,1600803635
4,79,3.0,1600815559
4,82,3.0,1600822474
4,84,3.0,1600832219
4,89,4.0,1600842775
5,15,3.0,1600852019
5,23,4.0,1600862686
5,25,5.0,1600869106
5,26,3.0,1600878290
5,28,4.0,1600882648
5,36,4.0,1600893313
5,38,4.0,1600904140
5,42,3.0,1600913438
5,46,4.0,1600923960
5,49,4.0,1600932640
5,50,4.0,1600944508
5,51,4.0,1600953738
5,52,4.0,1600962484
5,54,4.0,1600967476
5,57,4.0,1600975415
5,58,5.0,1600985401
5,59,3.0,1600990430
5,60,4.0,1600997272
5,69,4.0,1601001087
5,73,3.0,1601008295
5,76,5.0,1601012441
5,77,5.0,1601015860
5,78,5.0,1601020745
5,79,5.0,1601026195
5,80,5.0,1601034962
5,81,4.0,1601039806
5,82,5.0,1601049835
5,83,5.0,1601059957
5,84,4.0,1601065045
5,85,5.0,1601072446
5,86,5.0,1601079043
5,88,5.0,1601087845
5,89,4.0,1601096226
5,90,4.0,1601103563
6,1,5.0,1601112547
6,2,5.0,1601115850
6,4,4.0,1601123039
6,5,4.0,1601129127
6,6,4.0,1601133867
6,7,5.0,1601137012
6,8,5.0,1601149007
6,9,4.0,1601156342
6,10,4.0,1601162131
6,11,4.0,1601170625
6,12,4.0,1601175820
6,14,4.0,1601186214
6,15,5.0,1601190600
6,23,3.0,1601196796
6,34,4.0,1601206747
6,39,5.0,1601210282
6,42,4.0,1601213391
6,62,4.0,1601218113
6,63,4.0,1601226489
6,66,4.0,1601230990
6,67,4.0,1601233839
6,83,3.0,1601238402
6,84,3.0,1601243061
6,86,4.0,1601249459
7,3,3.0,1601254035
7,9,3.0,1601257245
7,11,3.0,1601266325
7,12,4.0,1601276092
7,13,4.0,1601281022
7,16,5.0,1601292506
7,17,5.0,1601303288
7,19,5.0,1601307662
7,20,3.0,1601313684
7,21,3.0,1601322963
7,22,5.0,1601332278
7,23,4.0,1601339898
7,24,4.0,1601344898
7,26,5.0,1601348892
7,28,5.0,1601357497
7,29,4.0,1601369198
7,30,3.0,1601378428
7,40,3.0,1601387857
7,41,4.0,1601396379
7,46,5.0,1601402584
7,47,5.0,1601405514
7,48,4.0,1601412395
7,50,5.0,1601419957
7,52,5.0,1601424804
7,53,4.0,1601427806
7,54,5.0,1601436469
7,55,5.0,1601445031
7,56,5.0,1601456830
7,57,5.0,1601461879
7,58,5.0,1601465715
7,60,5.0,1601476172
7,61,3.0,1601487066
7,68,4.0,1601494206
7,72,3.0,1601500166
7,73,3.0,1601509721
7,77,3.0,1601515991
7,78,4.0,1601519184
7,83,5.0,1601522959
7,85,4.0,1601525800
7,88,4.0,1601535838
8,1,3.0,1601542324
8,4,3.0,1601550386
8,12,4.0,1601561579
8,15,3.0,1601566583
8,31,5.0,1601577178
8,32,5.0,1601587243
8,33,4.0,1601594446
8,34,4.0,1601598425
8,35,4.0,1601608506
8,36,5.0,1601611678
8,37,4.0,1601617262
8,39,4.0,1601622233
8,41,4.0,1601630359
8,42,5.0,1601633500
8,43,4.0,1601643199
8,44,5.0,1601651661
8,45,5.0,1601660858
8,48,4.0,1601664215
8,56,4.0,1601673048
8,57,3.0,1601681969
8,68,4.0,1601685857
8,69,4.0,1601694297
8,72,5.0,1601702395
8,83,4.0,1601706159
8,85,3.0,1601711371
9,5,3.0,1601717762
9,8,4.0,1601729607
9,10,5.0,1601740748
9,12,3.0,1601745515
9,14,4.0,1601754096
9,19,3.0,1601758638
9,27,4.0,1601764775
9,32,4.0,1601772496
9,34,3.0,1601782736
9,37,4.0,1601792585
9,41,4.0,1601797534
9,42,4.0,1601804968
9,43,3.0,1601814957
9,45,3.0,1601825646
9,47,5.0,1601832109
9,48,4.0,1601840389
9,49,4.0,1601844291
9,50,4.0,1601855409
9,52,4.0,1601866225
9,54,4.0,1601875063
9,55,5.0,1601878669
9,58,5.0,1601882867
9,59,4.0,1601894312
9,62,4.0,1601904424
9,63,4.0,1601914422
9,70,3.0,1601920190
9,75,3.0,1601927377
9,78,4.0,1601936430
9,80,4.0,1601947059
9,83,4.0,1601953928
9,85,5.0,1601959384
9,86,4.0,1601966727
9,87,3.0,1601976208
9,88,4.0,1601986033
